IDX,IPC,CYCLE,INSTNUM,REGR,REGW,ROBR,ROBW,MEMR,MEMW,Branches,PVF
1,0.103655,2000.0,207,0.204,0.1065,0.5525,0.501,0.21739130434782608,0.3285024154589372,0.15458937198067632,0.26212
2,0.126569,4000.0,494,0.24925,0.13775,0.7105,0.65775,0.2408906882591093,0.20040485829959515,0.22874493927125505,0.26212
3,0.125482,6000.0,749,0.23833333333333334,0.13716666666666666,0.6693333333333333,0.6035,0.2162883845126836,0.19225634178905207,0.22563417890520696,0.26212
4,0.113087,8000.0,903,0.209,0.12325,0.604625,0.516625,0.21262458471760798,0.20487264673311184,0.21483942414174972,0.26212
5,0.111897,10000.0,1108,0.1976,0.1176,0.5632,0.4763,0.20487364620938628,0.20938628158844766,0.20216606498194944,0.26212
6,0.105537,12000.0,1256,0.18883333333333333,0.11291666666666667,0.5485,0.45908333333333334,0.20302547770700638,0.2213375796178344,0.19904458598726116,0.26212
7,0.128963,14000.0,1802,0.22107142857142856,0.108,0.5872857142857143,0.4943571428571429,0.1437291897891232,0.27358490566037735,0.19866814650388456,0.26212
8,0.136076,16000.0,2173,0.2274375,0.1090625,0.58825,0.496875,0.13897837091578463,0.27151403589507594,0.19788311090658076,0.26212
9,0.149402,18000.0,2684,0.24683333333333332,0.12211111111111111,0.6133888888888889,0.5386111111111112,0.14903129657228018,0.2485096870342772,0.19597615499254845,0.26212
10,0.179801,20000.0,3589,0.2906,0.15185,0.676,0.6256,0.15408191696851492,0.224575090554472,0.19197548063527445,0.26212
11,0.181432,22000.0,3973,0.28759090909090906,0.15254545454545454,0.678,0.6166363636363636,0.15580166121318903,0.2139441228290964,0.1912912157060156,0.26212
12,0.176705,24000.0,4219,0.28258333333333335,0.15145833333333333,0.6677083333333333,0.6057916666666666,0.157146243185589,0.21900924389665796,0.19056648494904005,0.26212
13,0.166056,26000.0,4309,0.26934615384615385,0.14446153846153847,0.6531923076923077,0.58,0.1589695985147366,0.22139707588767696,0.19215595265722907,0.26212
14,0.169769,28000.0,4734,0.27167857142857144,0.14625,0.6579642857142857,0.5861071428571428,0.16244190959019855,0.21989860583016477,0.1924376848331221,0.26212
15,0.163288,30000.0,4889,0.2599,0.1396,0.6366666666666667,0.5646,0.1642462671302925,0.21967682552669257,0.1906320310902025,0.26212
16,0.160378,32000.0,5122,0.24971875,0.13321875,0.62478125,0.55484375,0.17122217883639204,0.21710269426005466,0.18703631393986725,0.26212
17,0.163941,34000.0,5563,0.25258823529411767,0.13523529411764706,0.6385588235294117,0.5685882352941176,0.17814129067050152,0.21750853855833183,0.18533165558152076,0.26212
18,0.162412,36000.0,5828,0.25344444444444447,0.13472222222222222,0.6326944444444444,0.5658611111111111,0.17913520933424845,0.21877144818119423,0.182566918325326,0.26212
19,0.158062,38000.0,5979,0.24571052631578946,0.1306578947368421,0.6167368421052631,0.5483421052631579,0.17929419635390534,0.21960194012376652,0.18096671684228133,0.26212
20,0.166048,40000.0,6617,0.2567,0.138675,0.6292,0.568275,0.18059543599818648,0.2132386277769382,0.17938642889526976,0.26212
21,0.166619,42000.0,6978,0.2590952380952381,0.14,0.6333809523809524,0.577,0.1817139581541989,0.20722269991401548,0.18128403554026942,0.26212
22,0.206385,44000.0,9063,0.31670454545454546,0.17204545454545456,0.7093181818181818,0.6893181818181818,0.18669314796425024,0.2058920887123469,0.17764537128985988,0.26212
23,0.223789,46000.0,10267,0.338804347826087,0.18563043478260868,0.7408913043478261,0.7365,0.18817570858089022,0.20210382779779879,0.17863056394272914,0.26212
24,0.218641,48000.0,10474,0.32814583333333336,0.17979166666666666,0.7249583333333334,0.7174791666666667,0.19037616956272677,0.1991598243269047,0.176245942333397,0.26212
25,0.252506,50000.0,12593,0.36854,0.20358,0.7859,0.80146,0.19264670848884302,0.19709362344159453,0.17382672913523387,0.26212
26,0.282271,52000.0,14649,0.40421153846153846,0.22392307692307692,0.8370384615384615,0.8713846153846154,0.1956447539081166,0.19584954604409857,0.17325414704075365,0.26212
27,0.290798,54000.0,15672,0.4133703703703704,0.2293148148148148,0.8576111111111111,0.8923518518518518,0.19793261868300152,0.1947422154160286,0.17119703930576824,0.26212
28,0.290039,56000.0,16181,0.4132857142857143,0.22883928571428572,0.8527321428571428,0.8886607142857142,0.1988752240281812,0.1953525740065509,0.17112662999814598,0.26212
29,0.318614,58000.0,18477,0.4541896551724138,0.2502241379310345,0.903896551724138,0.9656724137931034,0.19781349786220706,0.189532932835417,0.17362125886236943,0.26212
30,0.320419,60000.0,19221,0.45158333333333334,0.24811666666666668,0.9101333333333333,0.9722166666666666,0.20097809687321158,0.190260652411425,0.17205140211227304,0.26212
31,0.34671,62000.0,21452,0.4857741935483871,0.26720967741935486,0.9541129032258064,1.0363548387096775,0.200960283423457,0.19005220958418795,0.17140592951706135,0.26212
32,0.357866,64000.0,22892,0.499796875,0.27546875,0.97159375,1.06140625,0.2009872444522104,0.1883190634282719,0.1725930456054517,0.26212
33,0.375002,66000.0,24735,0.5200151515151515,0.28663636363636363,0.9985757575757576,1.1007575757575758,0.20121285627653124,0.1877905801495856,0.17226601980998585,0.26212
34,0.396611,68000.0,26950,0.54475,0.3003676470588235,1.0366470588235295,1.1518088235294117,0.20296846011131725,0.18630797773654917,0.17153988868274583,0.26212
35,0.424872,70000.0,29716,0.5807,0.3206428571428571,1.0802857142857143,1.2160285714285715,0.2025844662807915,0.18686902678691614,0.17152375824471666,0.26212
36,0.445621,72000.0,32055,0.6033333333333334,0.3326388888888889,1.1160833333333333,1.2666388888888889,0.2044922788956481,0.18655435969427547,0.17089377632194666,0.34839
37,0.470015,74000.0,34746,0.6337027027027027,0.3500135135135135,1.1540405405405405,1.3212567567567568,0.20413860588269153,0.18505727277960052,0.17181833880158867,0.34839
38,0.482366,76000.0,36621,0.6475526315789474,0.3577236842105263,1.170828947368421,1.3473157894736842,0.20406324240190055,0.18494852680156196,0.17178667977390022,0.34839
39,0.497617,78000.0,38771,0.6646794871794872,0.36725641025641026,1.1984102564102563,1.3829615384615384,0.20507595883521187,0.18431301746150475,0.17118464831962033,0.34839
40,0.519583,80000.0,41518,0.693175,0.3835625,1.23235,1.4332125,0.20485090803988631,0.1847150633460186,0.17101016426610144,0.34839
41,0.52805,82000.0,43248,0.7012073170731707,0.38734146341463416,1.252280487804878,1.4553048780487805,0.20615982241953384,0.18465593784683684,0.17115242323344432,0.34839
42,0.548495,84000.0,46016,0.7266428571428571,0.4023809523809524,1.2828333333333333,1.4997142857142858,0.20571105702364395,0.18402294853963838,0.17083188456189152,0.34839
43,0.563294,86000.0,48381,0.7435116279069768,0.4114767441860465,1.3073372093023257,1.5333488372093023,0.20603129327628614,0.18389450404084248,0.17093487112709535,0.34839
44,0.577262,88000.0,50732,0.7602840909090909,0.42082954545454543,1.3307954545454546,1.5645909090909091,0.20655601986911615,0.1834345186470078,0.17093747536071907,0.34839
45,0.596731,90000.0,53633,0.7841777777777778,0.4345888888888889,1.3587111111111112,1.6060555555555556,0.2061044506180896,0.1830962280685399,0.17079037159957489,0.33693
46,0.606859,92000.0,55754,0.7950108695652174,0.4405869565217391,1.3776521739130434,1.6298804347826088,0.20705240879578146,0.18366395236216235,0.1701402589948703,0.33693
47,0.623783,94000.0,58553,0.8157765957446809,0.45188297872340427,1.4022765957446808,1.666404255319149,0.20680409201919628,0.18350895769644596,0.17047802845285467,0.33693
48,0.63016,96000.0,60409,0.8212708333333333,0.45478125,1.41665625,1.6815416666666667,0.20761807015510933,0.18315151715803937,0.1704712873909517,0.33693
